episode,agent_id,mean_difference,std_difference,truthful_count,truthful_pct,num_samples
0,0,-0.17540949136018752,0.3526660281759244,2,10.0,20
0,1,0.06546162366867067,0.3859347136205525,2,10.0,20
0,2,0.03961762934923173,0.4717699978961745,2,10.0,20
0,3,0.1442043170332909,0.5074253003722972,0,0.0,20
0,4,-0.10643831640481946,0.35760144004597316,3,15.0,20
0,0,-0.005809773504734011,0.42216984703941,3,15.0,20
0,1,0.08740454614162448,0.5276517369747932,2,10.0,20
0,2,0.10668180361390116,0.5885149833981014,1,5.0,20
0,3,-0.04146094918251037,0.5915477171813939,0,0.0,20
0,4,-0.062415727972984295,0.5220458834645335,1,5.0,20
0,0,0.05276499688625338,0.40992324333548125,2,10.0,20
0,1,0.13360146135091783,0.5257531804118123,1,5.0,20
0,2,0.13082759231328966,0.3315569234520813,6,30.0,20
0,3,0.054112923145294214,0.4974307351592283,3,15.0,20
0,4,0.24050935208797455,0.40046708447425955,1,5.0,20
0,0,-0.10033250302076338,0.5156504338301342,2,10.0,20
0,1,0.10680262297391893,0.47944373573048804,2,10.0,20
0,2,0.08190550953149797,0.5045858256773604,1,5.0,20
0,3,-0.015869830548763248,0.5243158410572007,1,5.0,20
0,4,-0.08309522271156308,0.49328974489307426,1,5.0,20
0,0,-0.03288359567523001,0.4595776913799161,2,10.0,20
0,1,0.1372034922242165,0.4332636107502226,1,5.0,20
0,2,0.0686240002512932,0.4450490509298283,1,5.0,20
0,3,0.18739313036203392,0.33030897626030353,5,25.0,20
0,4,0.002869939804077154,0.5915699328167889,1,5.0,20
50,0,0.4497125774621963,0.3174819461512334,2,10.0,20
50,1,0.31114907562732697,0.31410690038240874,1,5.0,20
50,2,0.43577697277069083,0.30190223495515395,2,10.0,20
50,3,-0.40304666189476845,0.42077555558764135,0,0.0,20
50,4,-0.26268801279366016,0.30004276499532323,3,15.0,20
50,0,0.3783134490251541,0.3149176871948098,2,10.0,20
50,1,0.24369428306818008,0.38466285944319323,2,10.0,20
50,2,0.44069288074970236,0.28865606710710273,2,10.0,20
50,3,-0.39671237021684647,0.32286244805994435,2,10.0,20
50,4,-0.20164914205670356,0.37742461990216136,0,0.0,20
50,0,0.43655176162719717,0.3139095453529951,2,10.0,20
50,1,0.27652220278978346,0.4170974235825987,1,5.0,20
50,2,0.45339649319648734,0.3085474208678518,2,10.0,20
50,3,-0.4141137300524861,0.34941488572765717,1,5.0,20
50,4,-0.22672080472111703,0.3475458103263332,1,5.0,20
50,0,0.4253201246261596,0.3217731595780754,4,20.0,20
50,1,0.21161159873008728,0.33524741240267003,4,20.0,20
50,2,0.4450419157743453,0.3050228742867209,2,10.0,20
50,3,-0.3859460584819317,0.3098236817126005,0,0.0,20
50,4,-0.2905839763581753,0.3381205988435475,1,5.0,20
50,0,0.4283104330301284,0.29805690648979394,3,15.0,20
50,1,0.22391991019248964,0.33188895530796375,2,10.0,20
50,2,0.4624388247728347,0.32058089285950525,3,15.0,20
50,3,-0.3417476274073124,0.40642136857959277,1,5.0,20
50,4,-0.22872301302850245,0.3408777598916273,0,0.0,20
100,0,0.4100343257188796,0.32538105408173684,2,10.0,20
100,1,-0.05272400230169292,0.45001684390990737,2,10.0,20
100,2,0.43792969286441796,0.2930105385663211,1,5.0,20
100,3,-0.43125388929620384,0.30322128689328676,2,10.0,20
100,4,-0.2693514510989189,0.43965678752343945,3,15.0,20
100,0,0.37065102756023405,0.32098780416604644,2,10.0,20
100,1,0.16192204505205157,0.45953228141806834,2,10.0,20
100,2,0.4668642371892928,0.3153660273161317,2,10.0,20
100,3,-0.44336276426911353,0.3194337236299876,0,0.0,20
100,4,-0.20155569389462472,0.4119443075789674,2,10.0,20
100,0,0.2990993484854698,0.314917629009195,2,10.0,20
100,1,0.056815252453088785,0.456620302967026,0,0.0,20
100,2,0.4064881265163421,0.296385580650995,1,5.0,20
100,3,-0.3398602799978107,0.39569761122710884,1,5.0,20
100,4,-0.04927591755986212,0.37194259173044747,1,5.0,20
100,0,0.36673888862133025,0.3311706712903512,1,5.0,20
100,1,0.008575840294361143,0.4427740308856844,0,0.0,20
100,2,0.4156617432832717,0.2979610015557073,0,0.0,20
100,3,-0.43224375788122416,0.3334765195334617,2,10.0,20
100,4,-0.2229224681854248,0.22481344777144352,2,10.0,20
100,0,0.3575811132788658,0.3165391338154838,1,5.0,20
100,1,0.013106065988540656,0.4407484299369008,3,15.0,20
100,2,0.40075654089450835,0.23648282556695396,1,5.0,20
100,3,-0.29664375982247293,0.28288621690133764,3,15.0,20
100,4,-0.17158442437648772,0.45427457630484175,3,15.0,20
150,0,0.40844959020614613,0.2652978692474456,3,15.0,20
150,1,0.2092946156859398,0.2048778869159706,1,5.0,20
150,2,0.4414185911417007,0.34118498404049163,2,10.0,20
150,3,0.07958483397960665,0.4291294688741097,0,0.0,20
150,4,0.059667378664016744,0.1986464720981064,2,10.0,20
