loss_act,loss_q,reward
0.0007369713857769966,1.4094796180725098,0.7959823518170329
-0.383301317691803,0.0015828341711312532,0.3662292012315872
-0.3507292568683624,0.12292821705341339,0.0
0.10463551431894302,0.054834119975566864,0.1685204696629442
-0.6035306453704834,0.0012854525120928884,0.7020871359460744
0.020579088479280472,0.06296738237142563,0.2513531570656977
0.06447621434926987,0.0016083359951153398,0.0
0.045358337461948395,0.0013721053255721927,0.0
0.03357261046767235,0.0022825852502137423,0.0
-0.35575687885284424,0.04023167863488197,0.15586933360495703
-0.18657419085502625,0.029955169185996056,0.0
-0.16720613837242126,0.1073615625500679,-0.18978792683832257
0.06500686705112457,0.002939058467745781,0.0
0.035146161913871765,0.001183513319119811,0.0
-0.1828392595052719,0.07987548410892487,0.43596578329320956
-0.3479989171028137,0.09006625413894653,0.6237711813605112
-0.22718599438667297,0.04807460308074951,0.0
-0.14347141981124878,0.015302381478250027,0.0
-0.10358681529760361,0.0018395486986264586,0.0
-0.01436849869787693,0.00042081810534000397,0.0
-0.3812258541584015,0.0027463214937597513,0.3306778811193878
-0.11986732482910156,7.966530392877758e-05,0.10649171466670426
-0.1940770000219345,0.03503767400979996,0.0
-0.17680689692497253,0.1523113250732422,0.5140331672177404
0.089358389377594,0.013624899089336395,0.04221558031811212
-0.3459427058696747,0.01765413209795952,0.46888230268234343
0.02745205909013748,0.0018192442366853356,0.0
-0.05678722634911537,0.003994673024863005,0.0
-0.1353157013654709,0.013204300776124,0.236287101265371
-0.27791276574134827,0.0018391236662864685,0.31586424152520254
0.023743705824017525,0.00019961052748840302,0.0
-0.0870475023984909,0.007509827148169279,0.0
-0.5037557482719421,0.12980467081069946,0.7886408635139449
-0.07020717114210129,0.0068512484431266785,0.0
-0.08093437552452087,0.0017724204808473587,-0.04536613074885598
-0.4143105149269104,0.043538033962249756,0.1986979954339
-0.3750186264514923,0.1627531796693802,0.0
-0.07758128643035889,0.005436051171272993,0.0
-0.21799592673778534,0.033558670431375504,0.0
-0.14371515810489655,0.00471619563177228,0.0
-0.17147788405418396,0.021217143163084984,0.0
-0.18600024282932281,0.010771689936518669,0.2743359437987556
-0.10979194939136505,0.012239047326147556,0.0
-0.2735271155834198,0.22225946187973022,0.7270642081591643
-0.08129829168319702,0.00011067706509493291,0.07086752151758335
0.03367069363594055,0.0010662379208952188,0.0
-0.3599180579185486,0.03501987084746361,0.15978792711030887
-0.033999908715486526,0.029774805530905724,0.18628654034410663
-0.33869031071662903,0.05375794693827629,0.5460716759619441
0.030236467719078064,0.00117602595128119,0.0
-0.05758990719914436,0.0023187045007944107,0.0
-0.05360524356365204,0.0034976713359355927,0.0
-0.41545066237449646,0.07355497032403946,0.14639094343772885
-0.12341304123401642,0.1137654185295105,0.4390985458661326
-0.019781066104769707,8.095128578133881e-05,-0.017397845181782334
-0.21849273145198822,0.023316804319620132,0.3656681397815368
-0.01971249096095562,0.00012136949226260185,0.0
-0.4881826341152191,0.035668324679136276,0.2837071966095811
-0.15445946156978607,0.02440335415303707,0.3026263962700867
-0.1390238255262375,0.016672633588314056,0.0
0.012485537678003311,0.001019867486320436,-0.035770685123551194
-0.22290641069412231,0.03371596708893776,0.0
-0.4003727436065674,0.18235424160957336,0.0
-0.189768984913826,0.03264740854501724,0.0
-0.23308174312114716,0.051232531666755676,0.0
0.03667517378926277,0.0009863045997917652,0.0
-0.010452407412230968,1.4646993804490194e-06,0.0
-0.3024708330631256,0.024035802111029625,0.4154165614250189
-0.38400042057037354,0.00016602793766651303,0.3703696391769
-0.563615620136261,0.0010857132729142904,0.5247828099234723
-0.3506735861301422,0.21678370237350464,-0.09541711773035821
-0.026844870299100876,0.0004958343924954534,0.0
0.008125869557261467,0.0007104987162165344,0.0
-0.03071022219955921,0.0010978495702147484,0.0
-0.45429718494415283,0.014752717688679695,0.3166556433906905
-0.21544131636619568,0.0010889522964134812,0.24000158192292942
-0.03616569563746452,0.0008228419465012848,0.0
-0.2251562774181366,0.03228413313627243,0.3969310639398762
-0.002954712603241205,0.00015085929771885276,0.0
-0.21194954216480255,0.12898758053779602,-0.1637050358049036
-0.0038254456594586372,0.04010672867298126,0.20593381096814356
0.019902829080820084,0.00042654218850657344,0.0
-0.0143130449578166,0.00015348031593021005,0.0
-0.1398451328277588,0.015844687819480896,0.0
-0.30289459228515625,0.16339167952537537,-0.1050947167462144
-0.1942697912454605,0.03807636350393295,0.0
-0.05985495448112488,4.174900459474884e-05,0.0
