loss_act,loss_q1,loss_q2,loss_ent,reward
-0.2873214781284332,0.3710867464542389,0.484503835439682,1.1276066303253174,0.6376866846261244
-0.07607164978981018,0.001049799146130681,0.02960801124572754,1.6277329921722412,0.0
0.17375996708869934,0.05187167972326279,0.018374532461166382,1.4616905450820923,-0.3028316158340887
-0.0874563530087471,0.4366094172000885,0.19146357476711273,0.5264732837677002,0.6423991071706807
0.019726505503058434,0.02422812581062317,0.00037496446748264134,0.32548022270202637,0.0
-0.013061725534498692,0.0008636367856524885,0.0012249188730493188,0.5290561318397522,0.0
-0.04773876070976257,0.00021555057901423424,0.0005527272005565464,0.7264084219932556,0.0
0.04818614944815636,3.577764437068254e-05,0.000741125491913408,0.848039448261261,0.0
-0.013959631323814392,0.0003605743695516139,0.004057708662003279,0.6247214674949646,0.0
0.030040636658668518,4.5388944272417575e-05,0.0005541087011806667,0.4056316614151001,0.0
-0.014783021993935108,1.7007720089168288e-05,0.0026063965633511543,0.34748733043670654,0.0
-0.32071056962013245,0.01314560230821371,0.0006470378139056265,0.49641668796539307,0.5332068124449836
-0.3852746784687042,0.1312686651945114,0.15449652075767517,0.7989366054534912,0.5800144191778005
-0.19408783316612244,0.00030240320484153926,0.009523813612759113,0.9963328242301941,0.16886815737156435
-0.1014421284198761,0.0472688190639019,0.07569492608308792,0.9602819681167603,0.3708862585637994
-0.3521110713481903,0.07535256445407867,0.04515637829899788,0.34631574153900146,0.6820524408618407
-0.4436204731464386,0.08867745846509933,0.08255071938037872,-0.1900268793106079,0.7243053137208101
-0.4688778221607208,0.00046914914855733514,0.00013833116099704057,-0.007852911949157715,0.489213583083442
-0.18086984753608704,0.10666404664516449,0.09809162467718124,0.4136848449707031,-0.09991366801240864
-0.20822519063949585,0.029679253697395325,0.033104609698057175,0.6784834265708923,0.08793314996080304
-0.01670573092997074,9.780364780453965e-05,0.00013687837054021657,0.5753934383392334,0.0
-0.11847835034132004,0.014404157176613808,0.015717612579464912,-0.22337114810943604,0.0
0.001265040598809719,3.8506139389937744e-05,0.0001445741654606536,0.13777482509613037,0.0
-0.05050142854452133,0.002741132862865925,0.0039442419074475765,0.1749359369277954,0.0
-0.22961468994617462,0.02215464785695076,0.024319805204868317,-0.061740994453430176,0.10194807066844835
-0.0920390859246254,1.2263770258869044e-05,0.00010982043750118464,-0.1738814115524292,0.12105017359456838
-0.043354231864213943,1.9719078409252688e-05,0.0003374159277882427,0.34512150287628174,0.0
-0.5513888597488403,0.04601025581359863,0.06437930464744568,-0.024567604064941406,0.8166811421782126
-0.012318018823862076,0.00043807923793792725,0.00020870006119366735,0.5167462825775146,0.0
-0.3360612094402313,0.021098840981721878,0.023092109709978104,0.04765903949737549,0.21180782163637202
-0.2977030277252197,0.005531331058591604,0.00452519441023469,0.34427034854888916,0.15134530801456703
-0.8333131670951843,0.08114088326692581,0.08161789923906326,0.06896018981933594,0.5349452903935866
-0.4569157063961029,0.016923367977142334,0.0125426622107625,-0.2954336404800415,0.35427285643643236
-0.07448723912239075,0.002143896883353591,0.003228837391361594,0.057755351066589355,-0.03891779540385276
-0.40793558955192566,0.00012415646051522344,0.0002671987749636173,0.10854887962341309,0.3679032630948452
-0.07217597216367722,0.034297093749046326,0.03881664201617241,0.3911501169204712,0.26964547010531337
-0.29207509756088257,0.016329698264598846,0.02120501548051834,0.4965873956680298,0.5101349517943395
0.0022748191840946674,0.0027744132094085217,0.0018153991550207138,0.7819547057151794,-0.058890998263079086
-0.24694953858852386,0.01479610800743103,0.015804018825292587,0.2736787796020508,0.3763397215203187
-0.04321974143385887,0.010539745911955833,0.003537386190146208,0.7299681305885315,0.14780591758397044
-0.031112372875213623,0.09068433940410614,0.10315629839897156,1.1456736326217651,-0.2954576195143154
-0.5623244047164917,0.07412233203649521,0.07142628729343414,0.2190701961517334,0.8219030674976217
-0.1448378562927246,0.04606476053595543,0.04206768050789833,0.6207098364830017,0.0
0.18716204166412354,0.002693095011636615,0.005165973678231239,1.327086329460144,0.0
-0.1184566468000412,0.015255335718393326,0.02502640336751938,0.41313374042510986,0.0
0.07283981889486313,0.037731610238552094,0.02198917604982853,-0.28975701332092285,-0.24824929062043677
0.04565465450286865,0.0014491326874122024,0.004088991787284613,0.14560937881469727,0.0
0.015664290636777878,0.00093383266357705,5.38867425348144e-05,0.5831595659255981,0.0
-0.08522232621908188,0.005650980863720179,0.014666462317109108,0.45409083366394043,0.0
-0.029898591339588165,0.0006783632561564445,0.0045163375325500965,0.37106144428253174,0.0
-0.003951730206608772,0.001971019897609949,0.0041120280511677265,0.568206787109375,0.0
-0.0007926677353680134,9.956896246876568e-05,0.0010629091411828995,0.3723679780960083,0.0
-0.012991717085242271,0.08535420894622803,0.06868132203817368,0.33001840114593506,0.2935792260975557
0.0328245535492897,0.00014368926349561661,3.491661846055649e-05,0.8631839752197266,0.0
-0.027759352698922157,0.00021667589317075908,0.0015888827620074153,0.7440448999404907,0.0
0.026544805616140366,0.0022153931204229593,0.003550600027665496,0.7554907202720642,0.0
-0.016092311590909958,0.00030404661083593965,0.003032906446605921,0.532145082950592,0.0
-0.012719511054456234,0.00021084642503410578,0.0013397308066487312,0.6842126250267029,0.0
-0.013588860630989075,0.0004301119188312441,0.0004765815974678844,0.5062862038612366,0.0
0.0021247155964374542,6.374721579049947e-06,0.00016340638103429228,0.785153865814209,0.0
-0.08085174113512039,0.06936199963092804,0.09525085240602493,0.7773553133010864,0.4372602869955371
-0.04046332463622093,4.845654621021822e-05,0.0003217707562725991,0.6362387537956238,0.0
-0.010324738919734955,0.00032397249015048146,0.00013028977264184505,-0.17641150951385498,0.0
