loss_act,loss_q1,loss_q2,loss_ent,reward
0.29171839356422424,0.0003556078881956637,0.000654359464533627,1.056830883026123,0.0
-0.02202649973332882,0.007914330810308456,0.021670257672667503,2.5461840629577637,0.0
-0.011579534038901329,0.3416248559951782,0.3341076374053955,3.3380656242370605,-0.6827717303490245
-0.07710064947605133,0.003030778607353568,0.0017596145626157522,1.465737223625183,0.0
-0.02747206576168537,0.0005240024765953422,0.00048756663454696536,1.4558950662612915,0.0
0.35201549530029297,0.023722879588603973,0.02288512885570526,0.863998293876648,-0.6615401088013124
-0.10942894965410233,0.2943679094314575,0.28316327929496765,-0.28795552253723145,0.6506587345900041
0.0857624039053917,0.00017066305736079812,0.007459952961653471,0.19668006896972656,0.0
-0.012577233836054802,0.00012652442092075944,0.0007801150204613805,0.45574045181274414,0.0
-0.010043133981525898,0.00010037529864348471,0.00014839516370557249,0.335335373878479,0.0
-0.002801530295982957,7.883548823883757e-05,0.00017599438433535397,0.18683040142059326,0.0
-0.019690420478582382,0.0005671529215760529,0.0003752012562472373,0.23791801929473877,0.0
-0.01510574296116829,0.14498993754386902,0.1424589604139328,0.45686250925064087,0.4315516580077
0.020449260249733925,0.0009242449887096882,0.0003587109677027911,0.010118722915649414,0.0
0.01012701541185379,3.7707435694755986e-05,0.00013022460916545242,0.28292226791381836,0.0
-0.012808856554329395,0.0003780706610996276,0.00042934640077874064,0.2545078992843628,0.0
-0.0046213651075959206,0.00013985509576741606,6.672347581115901e-07,0.3884463310241699,0.0
-0.06894256919622421,0.005248090717941523,0.015422501601278782,0.7223226428031921,0.0
-0.01785833016037941,0.00048528987099416554,0.0007323857280425727,0.22042524814605713,0.0
-0.0020518815144896507,0.2534201145172119,0.2722708582878113,0.06500816345214844,0.5326872260741381
-0.059288255870342255,0.003686977783218026,0.005014545284211636,0.26125991344451904,0.0
0.008883349597454071,0.00047145356074906886,1.4826387086941395e-05,0.10142028331756592,0.0
0.00791088119149208,0.0001503553066868335,1.314390658535558e-07,0.3073406219482422,0.0
0.01405076589435339,4.02961450163275e-05,0.00016025613876990974,0.10123813152313232,0.0
0.047576628625392914,0.00027996418066322803,8.699775935383514e-05,0.2707986831665039,0.005847893915968516
-0.287484735250473,0.00872802548110485,0.012431537732481956,0.8724567890167236,0.5694596613235088
-0.06562220305204391,0.14095711708068848,0.11155945807695389,0.8582493662834167,0.0
-0.04388907179236412,0.004876245744526386,0.003794689429923892,0.813227653503418,0.0
0.03162737563252449,3.0530405638273805e-05,0.0004667143803089857,-0.6914206743240356,0.0
-0.16752125322818756,0.029756927862763405,0.039920832961797714,0.03608393669128418,0.0
-0.051122069358825684,0.003639283124357462,0.003789605339989066,-0.5819164514541626,0.0
0.03183409199118614,0.0022354843094944954,0.0022013119887560606,-0.6157392263412476,0.06582832056356236
-0.23208513855934143,0.1473046839237213,0.177098348736763,0.010162830352783203,0.6288102812653427
-0.017387188971042633,0.0009298070799559355,0.0003907737263944,-0.40130341053009033,0.0
-0.04151815176010132,0.00559133430942893,0.002963427919894457,0.3779207468032837,0.0
-0.5831745862960815,0.09027670323848724,0.08285444229841232,-0.5168179273605347,0.3260257739120399
-0.44129931926727295,0.16231825947761536,0.14487771689891815,-0.37992703914642334,0.8224753442938235
-0.2975907623767853,0.09223805367946625,0.09612175077199936,-0.2593245506286621,0.0
-0.04210476577281952,0.003231483744457364,0.0024080423172563314,-0.5092048645019531,0.0
