episode,agent_id,mean_difference,std_difference,truthful_count,truthful_pct,num_samples
0,0,0.020907720923423793,0.29203804141903483,2,10.0,20
0,1,0.044515940546989465,0.29257630012473007,2,10.0,20
0,2,0.0034602120518684664,0.30083549636708057,2,10.0,20
0,3,-0.011688232421874972,0.30820546872454435,2,10.0,20
0,0,0.020907720923423793,0.29203804141903483,2,10.0,20
0,1,0.06488809287548067,0.29199270086392026,2,10.0,20
0,2,0.0034602120518684664,0.30083549636708057,2,10.0,20
0,3,-0.011688232421874972,0.30820546872454435,2,10.0,20
0,0,0.020907720923423793,0.29203804141903483,2,10.0,20
0,1,0.06488809287548067,0.29199270086392026,2,10.0,20
0,2,-0.01930155754089354,0.30520838853736715,2,10.0,20
0,3,-0.011688232421874972,0.30820546872454435,2,10.0,20
0,0,0.020907720923423793,0.29203804141903483,2,10.0,20
0,1,0.06488809287548067,0.29199270086392026,2,10.0,20
0,2,-0.01930155754089354,0.30520838853736715,2,10.0,20
0,3,0.004390767216682462,0.30328788773164367,2,10.0,20
60,0,0.1973278194665909,0.2058661886673493,3,15.0,20
60,1,-0.07933748066425321,0.3720532237145981,1,5.0,20
60,2,-0.29283429607748984,0.34338844792500794,2,10.0,20
60,3,0.08841914534568789,0.29148235996314353,2,10.0,20
60,0,0.1973278194665909,0.2058661886673493,3,15.0,20
60,1,-0.09270780980587004,0.3708154176081213,1,5.0,20
60,2,-0.29283429607748984,0.34338844792500794,2,10.0,20
60,3,0.08841914534568789,0.29148235996314353,2,10.0,20
60,0,0.1973278194665909,0.2058661886673493,3,15.0,20
60,1,-0.09270780980587004,0.3708154176081213,1,5.0,20
60,2,-0.29530904069542885,0.34382586974382473,2,10.0,20
60,3,0.08841914534568789,0.29148235996314353,2,10.0,20
60,0,0.1973278194665909,0.2058661886673493,3,15.0,20
60,1,-0.09270780980587004,0.3708154176081213,1,5.0,20
60,2,-0.29530904069542885,0.34382586974382473,2,10.0,20
60,3,0.08402597606182101,0.2920579149685003,2,10.0,20
120,0,0.4017944872379303,0.24199462097723892,2,10.0,20
120,1,-0.13717552125453947,0.3143949100052082,1,5.0,20
120,2,-0.28783768229186535,0.36083125204325855,1,5.0,20
120,3,-0.0345462083816528,0.3018386237297973,2,10.0,20
120,0,0.4017944872379303,0.24199462097723892,2,10.0,20
120,1,-0.13165213018655775,0.31318540169802617,2,10.0,20
120,2,-0.28783768229186535,0.36083125204325855,1,5.0,20
120,3,-0.0345462083816528,0.3018386237297973,2,10.0,20
120,0,0.4017944872379303,0.24199462097723892,2,10.0,20
120,1,-0.13165213018655775,0.31318540169802617,2,10.0,20
120,2,-0.2847188554704189,0.3609975183627888,1,5.0,20
120,3,-0.0345462083816528,0.3018386237297973,2,10.0,20
120,0,0.4017944872379303,0.24199462097723892,2,10.0,20
120,1,-0.13165213018655775,0.31318540169802617,2,10.0,20
120,2,-0.2847188554704189,0.3609975183627888,1,5.0,20
120,3,-0.033768208324909184,0.3016599398968821,2,10.0,20
180,0,0.2459711328148842,0.1609863073535984,2,10.0,20
180,1,-0.13282721340656278,0.2574446149969805,2,10.0,20
180,2,-0.08561971783637998,0.34828752886152503,2,10.0,20
180,3,-0.11923267990350721,0.2982372574738984,2,10.0,20
180,0,0.2459711328148842,0.1609863073535984,2,10.0,20
180,1,-0.138211914896965,0.256818214222724,2,10.0,20
180,2,-0.08561971783637998,0.34828752886152503,2,10.0,20
180,3,-0.11923267990350721,0.2982372574738984,2,10.0,20
180,0,0.2459711328148842,0.1609863073535984,2,10.0,20
180,1,-0.138211914896965,0.256818214222724,2,10.0,20
180,2,-0.08099271506071089,0.34690857792359925,2,10.0,20
180,3,-0.11923267990350721,0.2982372574738984,2,10.0,20
180,0,0.2459711328148842,0.1609863073535984,2,10.0,20
180,1,-0.138211914896965,0.256818214222724,2,10.0,20
180,2,-0.08099271506071089,0.34690857792359925,2,10.0,20
180,3,-0.11969701647758482,0.2979795664092488,2,10.0,20
240,0,-0.1342855021357536,0.15544436883312882,2,10.0,20
240,1,-0.44301466913893817,0.28333599980532287,2,10.0,20
240,2,-0.03602637946605681,0.32314598323422566,1,5.0,20
240,3,-0.043675950169563264,0.2732583873145281,2,10.0,20
240,0,-0.1342855021357536,0.15544436883312882,2,10.0,20
